Question Title,Difficulty,URL,Total Accepted,Total Submissions,Paid Only
Pyramid Transition Matrix,Medium,https://leetcode.com/problems/pyramid-transition-matrix/,36775,69624,No
Reach a Number,Medium,https://leetcode.com/problems/reach-a-number/,61486,140618,No
Cracking the Safe,Hard,https://leetcode.com/problems/cracking-the-safe/,64347,111665,No
Open the Lock,Medium,https://leetcode.com/problems/open-the-lock/,351982,580667,No
Contain Virus,Hard,https://leetcode.com/problems/contain-virus/,14954,28560,No
Shortest Completing Word,Easy,https://leetcode.com/problems/shortest-completing-word/,90771,148683,No
Largest Number At Least Twice of Others,Easy,https://leetcode.com/problems/largest-number-at-least-twice-of-others/,288097,570942,No
Min Cost Climbing Stairs,Easy,https://leetcode.com/problems/min-cost-climbing-stairs/,1434174,2143484,No
Prefix and Suffix Search,Hard,https://leetcode.com/problems/prefix-and-suffix-search/,102899,249565,No
Find Smallest Letter Greater Than Target,Easy,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,579624,1078589,No
Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time/,635500,1121904,No
To Lower Case,Easy,https://leetcode.com/problems/to-lower-case/,605575,720568,No
Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup/,91957,244257,No
Delete and Earn,Medium,https://leetcode.com/problems/delete-and-earn/,390048,688354,No
Daily Temperatures,Medium,https://leetcode.com/problems/daily-temperatures/,1255694,1872036,No
Monotone Increasing Digits,Medium,https://leetcode.com/problems/monotone-increasing-digits/,60512,124680,No
Parse Lisp Expression,Hard,https://leetcode.com/problems/parse-lisp-expression/,24379,46569,No
Asteroid Collision,Medium,https://leetcode.com/problems/asteroid-collision/,738433,1634410,No
Flood Fill,Easy,https://leetcode.com/problems/flood-fill/,1111028,1684034,No
My Calendar III,Hard,https://leetcode.com/problems/my-calendar-iii/,99779,138525,No
My Calendar II,Medium,https://leetcode.com/problems/my-calendar-ii/,192419,306244,No
Count Different Palindromic Subsequences,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences/,40775,88322,No
My Calendar I,Medium,https://leetcode.com/problems/my-calendar-i/,419328,718523,No
Self Dividing Numbers,Easy,https://leetcode.com/problems/self-dividing-numbers/,275305,346518,No
Number of Atoms,Hard,https://leetcode.com/problems/number-of-atoms/,153549,236168,No
Split Linked List in Parts,Medium,https://leetcode.com/problems/split-linked-list-in-parts/,328240,468103,No
Find Pivot Index,Easy,https://leetcode.com/problems/find-pivot-index/,1350555,2247901,No
Remove Comments,Medium,https://leetcode.com/problems/remove-comments/,78705,200393,No
Accounts Merge,Medium,https://leetcode.com/problems/accounts-merge/,496018,840242,No
Longest Word in Dictionary,Medium,https://leetcode.com/problems/longest-word-in-dictionary/,168875,317159,No
Find K-th Smallest Pair Distance,Hard,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,194233,425658,No
Maximum Length of Repeated Subarray,Medium,https://leetcode.com/problems/maximum-length-of-repeated-subarray/,330607,648642,No
1-bit and 2-bit Characters,Easy,https://leetcode.com/problems/1-bit-and-2-bit-characters/,149230,330803,No
Range Module,Hard,https://leetcode.com/problems/range-module/,82070,186182,No
Best Time to Buy and Sell Stock with Transaction Fee,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,458775,654941,No
Subarray Product Less Than K,Medium,https://leetcode.com/problems/subarray-product-less-than-k/,479727,913327,No
Minimum ASCII Delete Sum for Two Strings,Medium,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,160531,244858,No
Falling Squares,Hard,https://leetcode.com/problems/falling-squares/,30709,66794,No
Partition to K Equal Sum Subsets,Medium,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,299070,785553,No
Degree of an Array,Easy,https://leetcode.com/problems/degree-of-an-array/,240733,421046,No
Count Binary Substrings,Easy,https://leetcode.com/problems/count-binary-substrings/,227187,345363,No
Max Area of Island,Medium,https://leetcode.com/problems/max-area-of-island/,1031061,1413138,No
Binary Number with Alternating Bits,Easy,https://leetcode.com/problems/binary-number-with-alternating-bits/,151549,239241,No
Top K Frequent Words,Medium,https://leetcode.com/problems/top-k-frequent-words/,687331,1164684,No
Stickers to Spell Word,Hard,https://leetcode.com/problems/stickers-to-spell-word/,87833,176003,No
Employee Importance,Medium,https://leetcode.com/problems/employee-importance/,230183,337939,No
Maximum Sum of 3 Non-Overlapping Subarrays,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,146979,247276,No
Knight Probability in Chessboard,Medium,https://leetcode.com/problems/knight-probability-in-chessboard/,169429,299869,No
Longest Univalue Path,Medium,https://leetcode.com/problems/longest-univalue-path/,199775,471592,No
Repeated String Match,Medium,https://leetcode.com/problems/repeated-string-match/,199946,549531,No
Redundant Connection II,Hard,https://leetcode.com/problems/redundant-connection-ii/,79030,226389,No
Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection/,530152,801588,No
Baseball Game,Easy,https://leetcode.com/problems/baseball-game/,451762,576264,No
Valid Palindrome II,Easy,https://leetcode.com/problems/valid-palindrome-ii/,932148,2185623,No
24 Game,Hard,https://leetcode.com/problems/24-game/,86117,172833,No
Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string/,455985,1178947,No
Map Sum Pairs,Medium,https://leetcode.com/problems/map-sum-pairs/,128218,225176,No
Implement Magic Dictionary,Medium,https://leetcode.com/problems/implement-magic-dictionary/,92013,158619,No
Cut Off Trees for Golf Event,Hard,https://leetcode.com/problems/cut-off-trees-for-golf-event/,76011,216387,No
Longest Continuous Increasing Subsequence,Easy,https://leetcode.com/problems/longest-continuous-increasing-subsequence/,301371,591534,No
Number of Longest Increasing Subsequence,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,272683,551518,No
Bulb Switcher II,Medium,https://leetcode.com/problems/bulb-switcher-ii/,26116,52802,No
Second Minimum Node In a Binary Tree,Easy,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/,215717,477534,No
Maximum Swap,Medium,https://leetcode.com/problems/maximum-swap/,451269,872397,No
Trim a Binary Search Tree,Medium,https://leetcode.com/problems/trim-a-binary-search-tree/,317073,478024,No
Kth Smallest Number in Multiplication Table,Hard,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,72958,138731,No
Beautiful Arrangement II,Medium,https://leetcode.com/problems/beautiful-arrangement-ii/,56886,94297,No
Non-decreasing Array,Medium,https://leetcode.com/problems/non-decreasing-array/,278653,1114477,No
Strange Printer,Hard,https://leetcode.com/problems/strange-printer/,151599,249421,No
Maximum Width of Binary Tree,Medium,https://leetcode.com/problems/maximum-width-of-binary-tree/,463020,1056272,No
Image Smoother,Easy,https://leetcode.com/problems/image-smoother/,182101,267195,No
Split Array into Consecutive Subsequences,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences/,137671,267772,No
Find K Closest Elements,Medium,https://leetcode.com/problems/find-k-closest-elements/,670681,1384870,No
Robot Return to Origin,Easy,https://leetcode.com/problems/robot-return-to-origin/,480201,631260,No
Print Binary Tree,Medium,https://leetcode.com/problems/print-binary-tree/,77667,118878,No
Maximum Binary Tree,Medium,https://leetcode.com/problems/maximum-binary-tree/,324232,377698,No
Two Sum IV - Input is a BST,Easy,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,632825,1021149,No
Find Duplicate Subtrees,Medium,https://leetcode.com/problems/find-duplicate-subtrees/,287837,480108,No
2 Keys Keyboard,Medium,https://leetcode.com/problems/2-keys-keyboard/,272546,457993,No
Dota2 Senate,Medium,https://leetcode.com/problems/dota2-senate/,218281,449190,No
Replace Words,Medium,https://leetcode.com/problems/replace-words/,293657,430117,No
Palindromic Substrings,Medium,https://leetcode.com/problems/palindromic-substrings/,968019,1356137,No
Maximum Length of Pair Chain,Medium,https://leetcode.com/problems/maximum-length-of-pair-chain/,270665,446275,No
Set Mismatch,Easy,https://leetcode.com/problems/set-mismatch/,517476,1154356,No
Maximum Average Subarray I,Easy,https://leetcode.com/problems/maximum-average-subarray-i/,769982,1715902,No
Solve the Equation,Medium,https://leetcode.com/problems/solve-the-equation/,44027,99076,No
Decode Ways II,Hard,https://leetcode.com/problems/decode-ways-ii/,80931,260339,No
Shopping Offers,Medium,https://leetcode.com/problems/shopping-offers/,68743,132643,No
Average of Levels in Binary Tree,Easy,https://leetcode.com/problems/average-of-levels-in-binary-tree/,628408,850808,No
Exclusive Time of Functions,Medium,https://leetcode.com/problems/exclusive-time-of-functions/,267724,416605,No
Sum of Square Numbers,Medium,https://leetcode.com/problems/sum-of-square-numbers/,384530,1056186,No
Smallest Range Covering Elements from K Lists,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,212155,304272,No
Course Schedule III,Hard,https://leetcode.com/problems/course-schedule-iii/,121703,300650,No
K Inverse Pairs Array,Hard,https://leetcode.com/problems/k-inverse-pairs-array/,134519,273992,No
Maximum Product of Three Numbers,Easy,https://leetcode.com/problems/maximum-product-of-three-numbers/,397499,878243,No
Swap Salary,Easy,https://leetcode.com/problems/swap-salary/,458897,547173,No
Exchange Seats,Medium,https://leetcode.com/problems/exchange-seats/,323376,447622,No
Maximum Distance in Arrays,Medium,https://leetcode.com/problems/maximum-distance-in-arrays/,187086,410208,No
Add One Row to Tree,Medium,https://leetcode.com/problems/add-one-row-to-tree/,287293,448654,No
Task Scheduler,Medium,https://leetcode.com/problems/task-scheduler/,765592,1253403,No
Not Boring Movies,Easy,https://leetcode.com/problems/not-boring-movies/,763618,1020569,No
Biggest Single Number,Easy,https://leetcode.com/problems/biggest-single-number/,356490,517644,No
Merge Two Binary Trees,Easy,https://leetcode.com/problems/merge-two-binary-trees/,830291,1047988,No
Valid Triangle Number,Medium,https://leetcode.com/problems/valid-triangle-number/,221707,426180,No
Triangle Judgement,Easy,https://leetcode.com/problems/triangle-judgement/,307947,419693,No
Find Duplicate File in System,Medium,https://leetcode.com/problems/find-duplicate-file-in-system/,160378,237409,No
Tree Node,Medium,https://leetcode.com/problems/tree-node/,187601,254824,No
Sales Person,Easy,https://leetcode.com/problems/sales-person/,269294,409187,No
Construct String from Binary Tree,Medium,https://leetcode.com/problems/construct-string-from-binary-tree/,335905,480320,No
Can Place Flowers,Easy,https://leetcode.com/problems/can-place-flowers/,1117935,3877361,No
Friend Requests II: Who Has the Most Friends,Medium,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/,222650,369264,No
Human Traffic of Stadium,Hard,https://leetcode.com/problems/human-traffic-of-stadium/,125004,252303,No
Non-negative Integers without Consecutive Ones,Hard,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/,43613,108903,No
Minimum Index Sum of Two Lists,Easy,https://leetcode.com/problems/minimum-index-sum-of-two-lists/,269068,467597,No
Range Addition II,Easy,https://leetcode.com/problems/range-addition-ii/,114870,201307,No
Classes More Than 5 Students,Easy,https://leetcode.com/problems/classes-more-than-5-students/,599283,1000082,No
Big Countries,Easy,https://leetcode.com/problems/big-countries/,1763358,2585596,No
Longest Harmonious Subsequence,Easy,https://leetcode.com/problems/longest-harmonious-subsequence/,194789,343748,No
Valid Square,Medium,https://leetcode.com/problems/valid-square/,117916,266846,No
Fraction Addition and Subtraction,Medium,https://leetcode.com/problems/fraction-addition-and-subtraction/,131378,198702,No
Tag Validator,Hard,https://leetcode.com/problems/tag-validator/,17496,45094,No
Erect the Fence,Hard,https://leetcode.com/problems/erect-the-fence/,61515,118107,No
Customer Placing the Largest Number of Orders,Easy,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/,330222,512022,No
Investments in 2016,Medium,https://leetcode.com/problems/investments-in-2016/,193454,388427,No
Find Customer Referee,Easy,https://leetcode.com/problems/find-customer-referee/,1494700,2086054,No
Delete Operation for Two Strings,Medium,https://leetcode.com/problems/delete-operation-for-two-strings/,304492,481598,No
Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/,352768,946088,No
Employee Bonus,Easy,https://leetcode.com/problems/employee-bonus/,685182,889215,No
Out of Boundary Paths,Medium,https://leetcode.com/problems/out-of-boundary-paths/,217674,452448,No
Distribute Candies,Easy,https://leetcode.com/problems/distribute-candies/,333162,481426,No
Subtree of Another Tree,Easy,https://leetcode.com/problems/subtree-of-another-tree/,1029388,2075574,No
Managers with at Least 5 Direct Reports,Medium,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/,639788,1304574,No
Permutation in String,Medium,https://leetcode.com/problems/permutation-in-string/,1173582,2500551,No
Reshape the Matrix,Easy,https://leetcode.com/problems/reshape-the-matrix/,415712,652196,No
Array Nesting,Medium,https://leetcode.com/problems/array-nesting/,138598,247924,No
Find the Closest Palindrome,Hard,https://leetcode.com/problems/find-the-closest-palindrome/,125277,396757,No
Binary Tree Tilt,Easy,https://leetcode.com/problems/binary-tree-tilt/,236758,372071,No
Array Partition,Easy,https://leetcode.com/problems/array-partition/,557411,695513,No
Subarray Sum Equals K,Medium,https://leetcode.com/problems/subarray-sum-equals-k/,1679531,3726263,No
Reverse Words in a String III,Easy,https://leetcode.com/problems/reverse-words-in-a-string-iii/,999306,1196007,No
Next Greater Element III,Medium,https://leetcode.com/problems/next-greater-element-iii/,178060,516962,No
Brick Wall,Medium,https://leetcode.com/problems/brick-wall/,155931,279531,No
Optimal Division,Medium,https://leetcode.com/problems/optimal-division/,44915,73014,No
